date,btc_close,btc_volume,gold_close,gold_volume,oil_close,oil_volume,sp500_close,sp500_volume,nasdaq_close,nasdaq_volume,dxy_close,dxy_volume,krw_close
2014-01-01,,,,,,,,,,,,,1054.800048828125
2014-01-02,,,1225.0,209.0,95.44000244140625,251248.0,1831.97998046875,3080600000.0,4143.06982421875,1738820000.0,80.62999725341797,0.0,1050.75
2014-01-03,,,1238.4000244140625,142.0,93.95999908447266,215522.0,1831.3699951171875,2774270000.0,4131.91015625,1667480000.0,80.79000091552734,0.0,1049.5999755859375
2014-01-06,,,1237.800048828125,127.0,93.43000030517578,189379.0,1826.77001953125,3294850000.0,4113.68017578125,2292840000.0,80.6500015258789,0.0,1053.800048828125
2014-01-07,,,1229.4000244140625,73.0,93.66999816894531,177182.0,1837.8800048828125,3511750000.0,4153.18017578125,2278220000.0,80.83000183105469,0.0,1065.4000244140625
2014-01-08,,,1225.300048828125,189.0,92.33000183105469,244855.0,1837.489990234375,3652140000.0,4165.60986328125,2345220000.0,81.04000091552734,0.0,1068.5
2014-01-09,,,1229.300048828125,7.0,91.66000366210938,255784.0,1838.1300048828125,3581150000.0,4156.18994140625,2214770000.0,81.01000213623047,0.0,1064.699951171875
2014-01-10,,,1246.699951171875,58.0,92.72000122070312,255988.0,1842.3699951171875,3335710000.0,4174.669921875,2143070000.0,80.66000366210938,0.0,1062.0
2014-01-13,,,1250.9000244140625,46.0,91.80000305175781,212208.0,1819.199951171875,3591350000.0,4113.2998046875,2322240000.0,80.51000213623047,0.0,1060.4000244140625
2014-01-14,,,1245.199951171875,37.0,92.58999633789062,243474.0,1838.8800048828125,3353270000.0,4183.02001953125,2034180000.0,80.61000061035156,0.0,1058.5
2014-01-15,,,1238.0999755859375,68.0,94.16999816894531,263295.0,1848.3800048828125,3777800000.0,4214.8798828125,2101870000.0,81.0,0.0,1058.300048828125
2014-01-16,,,1240.0,48.0,93.95999908447266,165135.0,1845.8900146484375,3491310000.0,4218.68994140625,2005850000.0,80.9000015258789,0.0,1063.0
2014-01-17,,,1251.699951171875,101.0,94.37000274658203,119887.0,1838.699951171875,3626120000.0,4197.580078125,2150370000.0,81.26000213623047,0.0,1062.4000244140625
2014-01-20,,,,,,,,,,,,,1041.5999755859375
2014-01-21,,,1242.300048828125,224.0,94.98999786376953,244861.0,1843.800048828125,3782470000.0,4225.759765625,2034030000.0,81.0999984741211,0.0,1062.5
2014-01-22,,,1239.0,58.0,96.7300033569336,252349.0,1844.8599853515625,3374170000.0,4243.0,2026910000.0,81.16999816894531,0.0,1064.199951171875
2014-01-23,,,1262.5999755859375,40.0,97.31999969482422,274078.0,1828.4599609375,3972250000.0,4218.8798828125,2191980000.0,80.44000244140625,0.0,1066.5
2014-01-24,,,1264.5,38.0,96.63999938964844,239673.0,1790.2900390625,4618450000.0,4128.169921875,2489470000.0,80.45999908447266,0.0,1072.699951171875
2014-01-27,,,1263.5999755859375,92.0,95.72000122070312,235110.0,1781.56005859375,4045200000.0,4083.610107421875,2398280000.0,80.5,0.0,1078.4000244140625
2014-01-28,,,1251.0,20.0,97.41000366210938,206490.0,1792.5,3437830000.0,4097.9599609375,2091180000.0,80.56999969482422,0.0,1082.5
2014-01-29,,,1262.199951171875,137028.0,97.36000061035156,200486.0,1774.199951171875,3964020000.0,4051.429931640625,2231850000.0,80.51000213623047,0.0,1076.9000244140625
2014-01-30,,,1242.199951171875,45276.0,98.2300033569336,199420.0,1794.18994140625,3547510000.0,4123.1298828125,2168410000.0,81.08999633789062,0.0,1069.0999755859375
2014-01-31,,,1240.0999755859375,5820.0,97.48999786376953,253457.0,1782.5899658203125,4059690000.0,4103.8798828125,2300570000.0,81.2699966430664,0.0,1079.300048828125
2014-02-03,,,1260.4000244140625,2914.0,96.43000030517578,293312.0,1741.8900146484375,4726040000.0,3996.9599609375,2617030000.0,81.01000213623047,0.0,1080.199951171875
2014-02-04,,,1251.699951171875,1745.0,97.19000244140625,204282.0,1755.199951171875,4068410000.0,4031.52001953125,2173360000.0,81.12000274658203,0.0,1083.5999755859375
2014-02-05,,,1257.300048828125,1616.0,97.37999725341797,237671.0,1751.6400146484375,3984290000.0,4011.550048828125,2168360000.0,81.02999877929688,0.0,1083.0
2014-02-06,,,1257.5999755859375,274.0,97.83999633789062,234281.0,1773.4300537109375,3825410000.0,4057.1201171875,1942700000.0,80.88999938964844,0.0,1076.9000244140625
2014-02-07,,,1263.300048828125,436.0,99.87999725341797,270407.0,1797.02001953125,3775990000.0,4125.85986328125,2055850000.0,80.69000244140625,0.0,1077.699951171875
2014-02-10,,,1274.800048828125,742.0,100.05999755859375,251127.0,1799.8399658203125,3312160000.0,4148.169921875,1811970000.0,80.66999816894531,0.0,1075.300048828125
2014-02-11,,,1290.0999755859375,562.0,99.94000244140625,233933.0,1819.75,3699380000.0,4191.0498046875,1993950000.0,80.62999725341797,0.0,1071.9000244140625
2014-02-12,,,1295.300048828125,140.0,100.37000274658203,318686.0,1819.260009765625,3326380000.0,4201.2900390625,2035890000.0,80.68000030517578,0.0,1069.9000244140625
2014-02-13,,,1300.4000244140625,877.0,100.3499984741211,221722.0,1829.8299560546875,3289510000.0,4240.669921875,2249990000.0,80.29000091552734,0.0,1061.4000244140625
2014-02-14,,,1319.0,308.0,100.30000305175781,229784.0,1838.6300048828125,3114750000.0,4244.02001953125,1881510000.0,80.12999725341797,0.0,1065.300048828125
2014-02-17,,,,,,,,,,,,,1058.75
