feature,importance
days_since_halving,0.08858158476328941
oil_close_ret30d,0.059506657163927466
btc_ma200_pct,0.035778432591011454
btc_vol_30d,0.03546391081335229
btc_vol_60d,0.03508937443699429
btc_close_ret30d,0.03433991967244547
btc_nasdaq_corr30,0.032400223404673856
bb_width,0.03016933837033701
log_dxy_close,0.029779205305400663
btc_ma90_pct,0.02837065514604332
log_krw_close,0.027127124602422406
btc_close_ma200,0.025551294672769627
krw_close,0.025069365023697894
dxy_close,0.023014517124249567
macd_signal,0.020359038059902124
rsi_14,0.01899531155592133
btc_sp500_corr30,0.01750888496110986
btc_gold_ratio,0.017064417962312735
btc_close_lag60,0.016947319147846772
oil_close,0.01644611959763213
krw_close_ret30d,0.016186374650424416
btc_oil_corr30,0.014719884577958918
log_oil_close,0.014678077259066844
btc_vol_7d,0.013395757874431353
btc_gold_corr30,0.01282714626091654
dxy_close_ret30d,0.012785286869684373
bb_lower,0.01264153909148655
macd,0.012202002797434261
btc_close_lag90,0.011094057121220647
gold_close_ret7d,0.010641645594194395
oil_close_ret7d,0.010613856691854162
event_luna_terra_crash,0.010351473512796935
btc_ma30_pct,0.010095124580422365
fear_greed,0.009685464343302799
oil_volume,0.009390625230693212
btc_close_lag30,0.009291942465142174
btc_close_ma90,0.00905088477384912
macd_hist,0.009040909438066888
gold_close_ret30d,0.00898422096201365
hashrate,0.008625015724665916
btc_oil_ratio,0.008346465615683668
btc_close_ma30,0.007927447735872468
log_gold_close,0.007622314231284063
gold_volume,0.0076076564935815645
nasdaq_volume,0.007247975962149121
sp500_close_ret30d,0.007148956511727929
btc_close_ma50,0.006488871212835753
gold_close,0.0064209128394362375
bb_position,0.006251857510502412
bb_upper,0.006033382325896361
nasdaq_close,0.005711461122343942
log_nasdaq_close,0.005492111613045159
btc_close_ma7,0.005152881042738854
nasdaq_close_ret30d,0.005086410200658656
dxy_close_ret7d,0.00504505257724814
sp500_close,0.005034645419313775
btc_volume,0.004980479934954072
btc_close_ret7d,0.0045998348642550665
sp500_volume,0.004556461455283396
sp500_close_ret7d,0.00443307905563909
log_sp500_close,0.004393378412925196
btc_nasdaq_ratio,0.0043849856556304155
nasdaq_close_ret7d,0.004066328307454951
btc_sp500_ratio,0.0038489098971751
krw_close_ret7d,0.003771873658209054
btc_close_ma14,0.0033109334173628186
btc_close_lag14,0.0032615768394758447
log_btc_close,0.0025445512314787836
btc_close_lag1,0.002501486666679019
btc_close_lag7,0.0012017555706644884
nasdaq_close_ret1d,0.0005089422157800845
btc_close_ret1d,0.00039104660133701283
halving_era,0.0001932846296825072
sp500_close_ret1d,0.00018142377628203025
btc_above_ma200,9.736916813503904e-05
event_china_btc_ban,9.278369956430785e-05
gold_close_ret1d,5.934855939987946e-05
oil_close_ret1d,5.7352734954526656e-05
btc_above_ma90,4.746582492695554e-05
dxy_close_ret1d,3.296121346726637e-05
event_us_election_2024,0.0
btc_above_ma30,0.0
event_spot_btc_etf,0.0
krw_close_ret1d,0.0
event_ukraine_war,0.0
event_covid_crash,0.0
dxy_volume,0.0
event_ftx_collapse,0.0
